"HumanGene"	"MouseGene"	"HomologyID"	"transID"
"EIF3K"	"Eif3s12"	8292	"ENST00000248342_ENSG00000178982_EIF3K"
"EIF3L"	"Eif3s6ip"	9380	"ENST00000624234_ENSG00000100129_EIF3L"
"EIF3L"	"Eif3l"	9380	"ENST00000624234_ENSG00000100129_EIF3L"
"EIF3M"	"Eif3m"	4639	"ENST00000531120_ENSG00000149100_EIF3M"
"EIF3M"	"Ga17"	4639	"ENST00000531120_ENSG00000149100_EIF3M"
"EIF4A1"	"Eif4a1"	103998	"ENST00000293831_ENSG00000161960_EIF4A1"
"EIF4A2"	"Eif4a2"	1487	"ENST00000323963_ENSG00000156976_EIF4A2"
"EIF4A3"	"Eif4a3"	5602	"ENST00000269349_ENSG00000141543_EIF4A3"
"EIF4B"	"Eif4b"	83162	"ENST00000420463_ENSG00000063046_EIF4B"
"EIF4E"	"Eif4e"	84699	"ENST00000505992_ENSG00000151247_EIF4E"
"EIF4E1B"	"Eif4e1b"	100945	"ENST00000318682_ENSG00000175766_EIF4E1B"
"EIF4E2"	"Eif4e2"	128466	"ENST00000258416_ENSG00000135930_EIF4E2"
"EIF4E3"	"Eif4e3"	41652	"ENST00000425534_ENSG00000163412_EIF4E3"
"EIF4EBP1"	"Eif4ebp1"	3021	"ENST00000338825_ENSG00000187840_EIF4EBP1"
"EIF4EBP2"	"Eif4ebp2"	3022	"ENST00000373218_ENSG00000148730_EIF4EBP2"
"EIF4EBP3"	"Eif4ebp3"	37841	"ENST00000310331_ENSG00000243056_EIF4EBP3"
"EIF4ENIF1"	"Eif4enif1"	10522	"ENST00000330125_ENSG00000184708_EIF4ENIF1"
"EIF4G1"	"Eif4g1"	110725	"ENST00000352767_ENSG00000114867_EIF4G1"
"EIF4G2"	"Eif4g2"	37477	"ENST00000339995_ENSG00000110321_EIF4G2"
"EIF4G3"	"Eif4g3"	2789	"ENST00000400422_ENSG00000075151_EIF4G3"
"EIF4H"	"Eif4h"	32536	"ENST00000265753_ENSG00000106682_EIF4H"
"EIF5"	"Eif5"	49610	"ENST00000216554_ENSG00000100664_EIF5"
"EIF5A"	"Eif5a"	100947	"ENST00000336452_ENSG00000132507_EIF5A"
"EIF5A2"	"Eif5a2"	1490	"ENST00000295822_ENSG00000163577_EIF5A2"
"EIF5AL1"	"EG665733"	108156	"ENST00000520547_ENSG00000253626_EIF5AL1"
"EIF5B"	"Eif5b"	5291	"ENST00000289371_ENSG00000158417_EIF5B"
"EIF6"	"Itgb4bp"	7135	"ENST00000374436_ENSG00000242372_EIF6"
"EIF6"	"Eif6"	7135	"ENST00000374436_ENSG00000242372_EIF6"
"EIPR1"	"Eipr1"	2481	"ENST00000398659_ENSG00000032389_EIPR1"
"ELA2A"	"Ela2a"	40598	NA
"ELAC1"	"Elac1"	10272	"ENST00000269466_ENSG00000141642_ELAC1"
"ELAC2"	"Elac2"	6403	"ENST00000338034_ENSG00000006744_ELAC2"
"ELANE"	"Ela2"	20455	"ENST00000263621_ENSG00000197561_ELANE"
"ELANE"	"Elane"	20455	"ENST00000263621_ENSG00000197561_ELANE"
"ELAVL1"	"Elavl1"	20367	"ENST00000407627_ENSG00000066044_ELAVL1"
"ELAVL2"	"Elavl2"	20930	"ENST00000380110_ENSG00000107105_ELAVL2"
"ELAVL3"	"Elavl3"	31035	"ENST00000359227_ENSG00000196361_ELAVL3"
"ELAVL4"	"Elavl4"	40729	"ENST00000371823_ENSG00000162374_ELAVL4"
"ELF1"	"Elf1"	7303	"ENST00000239882_ENSG00000120690_ELF1"
"ELF2"	"Elf2"	5006	"ENST00000379550_ENSG00000109381_ELF2"
"ELF3"	"Elf3"	3265	"ENST00000367284_ENSG00000163435_ELF3"
"ELF4"	"Elf4"	31036	"ENST00000308167_ENSG00000102034_ELF4"
"ELF5"	"Elf5"	7702	"ENST00000312319_ENSG00000135374_ELF5"
"ELFN1"	"A930017N06Rik"	18465	"ENST00000561626_ENSG00000225968_ELFN1"
"ELFN1"	"Elfn1"	18465	"ENST00000561626_ENSG00000225968_ELFN1"
"ELFN2"	"Lrrc62"	18835	"ENST00000402918_ENSG00000166897_ELFN2"
"ELFN2"	"Elfn2"	18835	"ENST00000402918_ENSG00000166897_ELFN2"
"ELK1"	"Elk1"	3832	"ENST00000247161_ENSG00000126767_ELK1"
"ELK3"	"Elk3"	3833	"ENST00000228741_ENSG00000111145_ELK3"
"ELK4"	"Elk4"	1492	"ENST00000357992_ENSG00000158711_ELK4"
"ELL"	"Ell"	4762	"ENST00000262809_ENSG00000105656_ELL"
"ELL2"	"Ell2"	8094	"ENST00000237853_ENSG00000118985_ELL2"
"ELL3"	"Ell3"	11859	"ENST00000319359_ENSG00000128886_ELL3"
"ELMO1"	"Elmo1"	56685	"ENST00000310758_ENSG00000155849_ELMO1"
"ELMO2"	"Elmo2"	44338	"ENST00000290246_ENSG00000062598_ELMO2"
"ELMO3"	"Elmo3"	23475	"ENST00000393997_ENSG00000102890_ELMO3"
"ELMOD1"	"Elmod1"	10280	"ENST00000265840_ENSG00000110675_ELMOD1"
"ELMOD2"	"Elmod2"	16662	"ENST00000323570_ENSG00000179387_ELMOD2"
"ELMOD3"	"Rbed1"	12978	"ENST00000409013_ENSG00000115459_ELMOD3"
"ELMOD3"	"Elmod3"	12978	"ENST00000409013_ENSG00000115459_ELMOD3"
"ELN"	"Eln"	73880	"ENST00000380562_ENSG00000049540_ELN"
"ELOA"	"Eloa"	37746	"ENST00000613537_ENSG00000011007_ELOA"
"ELOB"	"Elob"	136219	"ENST00000262306_ENSG00000103363_ELOB"
"ELOC"	"Eloc"	38083	"ENST00000518127_ENSG00000154582_ELOC"
"ELOF1"	"Elof1"	41862	"ENST00000587806_ENSG00000130165_ELOF1"
"ELOVL1"	"Elovl1"	41322	"ENST00000372458_ENSG00000066322_ELOVL1"
"ELOVL2"	"Elovl2"	23042	"ENST00000354666_ENSG00000197977_ELOVL2"
"ELOVL3"	"Elovl3"	69006	"ENST00000370005_ENSG00000119915_ELOVL3"
"ELOVL4"	"Elovl4"	41488	"ENST00000369816_ENSG00000118402_ELOVL4"
"ELOVL5"	"Elovl5"	41449	"ENST00000304434_ENSG00000012660_ELOVL5"
"ELOVL6"	"Elovl6"	11456	"ENST00000302274_ENSG00000170522_ELOVL6"
"ELOVL7"	"Elovl7"	23672	"ENST00000508821_ENSG00000164181_ELOVL7"
"ELP1"	"Elp1"	2699	"ENST00000374647_ENSG00000070061_ELP1"
"ELP2"	"Epl2"	6019	"ENST00000358232_ENSG00000134759_ELP2"
"ELP2"	"Elp2"	6019	"ENST00000358232_ENSG00000134759_ELP2"
"ELP3"	"Elp3"	7105	"ENST00000521015_ENSG00000134014_ELP3"
"ELP4"	"Elp4"	32433	"ENST00000395934_ENSG00000109911_ELP4"
"ELP5"	"Elp5"	10291	"ENST00000354429_ENSG00000170291_ELP5"
"ELP6"	"Elp6"	9794	"ENST00000296149_ENSG00000163832_ELP6"
"ELTD1"	"Eltd1"	11170	NA
"EMB"	"Emb"	7743	"ENST00000303221_ENSG00000170571_EMB"
"EMC1"	"Emc1"	9002	"ENST00000477853_ENSG00000127463_EMC1"
"EMC10"	"Emc10"	18036	"ENST00000376918_ENSG00000161671_EMC10"
"EMC2"	"Emc2"	8785	"ENST00000220853_ENSG00000104412_EMC2"
"EMC3"	"Emc3"	100707	"ENST00000245046_ENSG00000125037_EMC3"
"EMC4"	"Emc4"	5879	"ENST00000267750_ENSG00000128463_EMC4"
"EMC6"	"Emc6"	11911	"ENST00000248378_ENSG00000127774_EMC6"
"EMC7"	"Emc7"	10597	"ENST00000256545_ENSG00000134153_EMC7"
"EMC8"	"Emc8"	4424	"ENST00000253457_ENSG00000131148_EMC8"
"EMC9"	"Emc9"	41095	"ENST00000216799_ENSG00000100908_EMC9"
"EMCN"	"Emcn"	9438	"ENST00000296420_ENSG00000164035_EMCN"
"EMD"	"Emd"	91	"ENST00000369842_ENSG00000102119_EMD"
"EME1"	"Eme1"	16123	"ENST00000338165_ENSG00000154920_EME1"
"EME2"	"Eme2"	19180	"ENST00000568449_ENSG00000197774_EME2"
"EMG1"	"Emg1"	4617	"ENST00000599672_ENSG00000126749_EMG1"
"EMID1"	"Emid1"	76808	"ENST00000334018_ENSG00000186998_EMID1"
"EMID2"	"Emid2"	11552	NA
"EMILIN1"	"Emilin1"	5117	"ENST00000380320_ENSG00000138080_EMILIN1"
"EMILIN2"	"Emilin2"	36483	"ENST00000254528_ENSG00000132205_EMILIN2"
"EMILIN3"	"Emilin3"	18817	"ENST00000332312_ENSG00000183798_EMILIN3"
"EML1"	"Eml1"	20931	"ENST00000334192_ENSG00000066629_EML1"
"EML2"	"Eml2"	8125	"ENST00000587152_ENSG00000125746_EML2"
"EML3"	"Eml3"	27044	"ENST00000529309_ENSG00000149499_EML3"
"EML4"	"Eml4"	56841	"ENST00000318522_ENSG00000143924_EML4"
"EML5"	"Eml5"	26807	"ENST00000554922_ENSG00000165521_EML5"
"EML6"	"Eml6"	104282	"ENST00000356458_ENSG00000214595_EML6"
"EML6"	"C230094A16Rik"	104282	"ENST00000356458_ENSG00000214595_EML6"
"EMP1"	"Emp1"	1088	"ENST00000256951_ENSG00000134531_EMP1"
"EMP2"	"Emp2"	1089	"ENST00000359543_ENSG00000213853_EMP2"
"EMP3"	"Emp3"	1090	"ENST00000270221_ENSG00000142227_EMP3"
"EMR1"	"Emr1"	1493	NA
"EMSY"	"Emsy"	32465	"ENST00000524767_ENSG00000158636_EMSY"
"EMX1"	"Emx1"	55799	"ENST00000258106_ENSG00000135638_EMX1"
"EMX2"	"Emx2"	3023	"ENST00000553456_ENSG00000170370_EMX2"
"EN1"	"En1"	50663	"ENST00000295206_ENSG00000163064_EN1"
"EN2"	"En2"	55579	"ENST00000297375_ENSG00000164778_EN2"
"ENAH"	"Enah"	134005	"ENST00000366844_ENSG00000154380_ENAH"
"ENAM"	"Enam"	9698	"ENST00000396073_ENSG00000132464_ENAM"
"ENC1"	"Enc1"	2694	"ENST00000302351_ENSG00000171617_ENC1"
"ENDOD1"	"Endod1"	12425	"ENST00000278505_ENSG00000149218_ENDOD1"
"ENDOG"	"Endog"	55823	"ENST00000372642_ENSG00000167136_ENDOG"
"ENDOU"	"Endou"	48394	"ENST00000422538_ENSG00000111405_ENDOU"
"ENDOV"	"Endov"	15562	"ENST00000518137_ENSG00000173818_ENDOV"
"ENG"	"Eng"	92	"ENST00000373203_ENSG00000106991_ENG"
"ENGASE"	"D230014K01Rik"	13666	"ENST00000579016_ENSG00000167280_ENGASE"
"ENGASE"	"Engase"	13666	"ENST00000579016_ENSG00000167280_ENGASE"
"ENHO"	"LOC100042420"	104312	"ENST00000399775_ENSG00000168913_ENHO"
"ENHO"	"Enho"	104312	"ENST00000399775_ENSG00000168913_ENHO"
"ENKD1"	"Enkd1"	12957	"ENST00000243878_ENSG00000124074_ENKD1"
"ENKUR"	"Enkur"	17022	"ENST00000331161_ENSG00000151023_ENKUR"
"ENKUR"	"4933434I06Rik"	17022	"ENST00000331161_ENSG00000151023_ENKUR"
"ENO1"	"EG433182"	68183	"ENST00000234590_ENSG00000074800_ENO1"
"ENO1"	"Eno1b"	134343	"ENST00000234590_ENSG00000074800_ENO1"
"ENO2"	"Eno2"	74414	"ENST00000229277_ENSG00000111674_ENO2"
"ENO3"	"Eno3"	68215	"ENST00000323997_ENSG00000108515_ENO3"
"ENO4"	"Eno4"	18691	"ENST00000341276_ENSG00000188316_ENO4"
"ENOPH1"	"Enoph1"	5790	"ENST00000273920_ENSG00000145293_ENOPH1"
"ENOX1"	"Enox1"	56793	"ENST00000261488_ENSG00000120658_ENOX1"
"ENOX1"	"D230005D02Rik"	56793	"ENST00000261488_ENSG00000120658_ENOX1"
"ENOX2"	"Enox2"	17120	"ENST00000338144_ENSG00000165675_ENOX2"
"ENPEP"	"Enpep"	68216	"ENST00000265162_ENSG00000138792_ENPEP"
"ENPP1"	"Enpp1"	38151	"ENST00000360971_ENSG00000197594_ENPP1"
"ENPP2"	"Enpp2"	4526	"ENST00000259486_ENSG00000136960_ENPP2"
"ENPP3"	"Enpp3"	3683	"ENST00000357639_ENSG00000154269_ENPP3"
"ENPP4"	"Enpp4"	28264	"ENST00000321037_ENSG00000001561_ENPP4"
"ENPP5"	"Enpp5"	23313	"ENST00000371383_ENSG00000112796_ENPP5"
"ENPP6"	"Enpp6"	62657	"ENST00000296741_ENSG00000164303_ENPP6"
"ENPP7"	"Enpp7"	110852	"ENST00000328313_ENSG00000182156_ENPP7"
"ENSA"	"Ensa"	37924	"ENST00000503241_ENSG00000143420_ENSA"
"ENTHD1"	"Enthd1"	45131	"ENST00000325157_ENSG00000176177_ENTHD1"
"ENTPD1"	"Entpd1"	20423	"ENST00000371207_ENSG00000138185_ENTPD1"
"ENTPD2"	"Entpd2"	20333	"ENST00000355097_ENSG00000054179_ENTPD2"
"ENTPD3"	"Entpd3"	68171	"ENST00000301825_ENSG00000168032_ENTPD3"
"ENTPD4"	"Entpd4"	68421	"ENST00000358689_ENSG00000197217_ENTPD4"
"ENTPD4"	"Entpd4b"	68421	"ENST00000358689_ENSG00000197217_ENTPD4"
"ENTPD5"	"Entpd5"	37457	"ENST00000334696_ENSG00000187097_ENTPD5"
"ENTPD6"	"Entpd6"	68170	"ENST00000376652_ENSG00000197586_ENTPD6"
"ENTPD7"	"Entpd7"	122202	"ENST00000370489_ENSG00000198018_ENTPD7"
"ENTPD8"	"Entpd8"	77857	"ENST00000371506_ENSG00000188833_ENTPD8"
"ENTR1"	"Entr1"	74578	"ENST00000357365_ENSG00000165689_ENTR1"
"ENY2"	"Eny2"	10612	"ENST00000521662_ENSG00000120533_ENY2"
"EOGT"	"Eogt"	65276	"ENST00000383701_ENSG00000163378_EOGT"
"EOLA1"	"1110012L19Rik"	12274	NA
"EOMES"	"Eomes"	3971	"ENST00000449599_ENSG00000163508_EOMES"
"EP300"	"Ep300"	1094	"ENST00000263253_ENSG00000100393_EP300"
"EP400"	"Ep400"	38779	"ENST00000389561_ENSG00000183495_EP400"
"EPAS1"	"Epas1"	1095	"ENST00000263734_ENSG00000116016_EPAS1"
"EPB41"	"Epb4.1"	44324	"ENST00000347529_ENSG00000159023_EPB41"
"EPB41L1"	"Epb41l1"	8126	"ENST00000338074_ENSG00000088367_EPB41L1"
"EPB41L2"	"Epb4.1l2"	37478	"ENST00000628542_ENSG00000079819_EPB41L2"
"EPB41L3"	"Epb4.1l3"	49308	"ENST00000341928_ENSG00000082397_EPB41L3"
"EPB41L4A"	"Epb4.1l4a"	8398	"ENST00000261486_ENSG00000129595_EPB41L4A"
"EPB41L4B"	"Epb4.1l4b"	69270	"ENST00000374566_ENSG00000095203_EPB41L4B"
"EPB41L5"	"Epb4.1l5"	32492	"ENST00000263713_ENSG00000115109_EPB41L5"
"EPB42"	"Epb4.2"	93	"ENST00000568508_ENSG00000166947_EPB42"
"EPB49"	"Epb4.9"	1496	NA
"EPC1"	"Epc1"	32627	"ENST00000263062_ENSG00000120616_EPC1"
"EPC2"	"Epc2"	32274	"ENST00000258484_ENSG00000135999_EPC2"
"EPCAM"	"Tacstd1"	1764	"ENST00000263735_ENSG00000119888_EPCAM"
"EPCAM"	"Epcam"	1764	"ENST00000263735_ENSG00000119888_EPCAM"
"EPDR1"	"Epdr1"	9714	"ENST00000199448_ENSG00000086289_EPDR1"
"EPG5"	"Epg5"	14575	"ENST00000649336_ENSG00000152223_EPG5"
"EPGN"	"Epgn"	19527	"ENST00000413830_ENSG00000182585_EPGN"
"EPHA1"	"Epha1"	3835	"ENST00000275815_ENSG00000146904_EPHA1"
"EPHA10"	"Epha10"	67804	"ENST00000373048_ENSG00000183317_EPHA10"
"EPHA2"	"Epha2"	20929	"ENST00000358432_ENSG00000142627_EPHA2"
"EPHA3"	"Epha3"	21083	"ENST00000336596_ENSG00000044524_EPHA3"
"EPHA4"	"Epha4"	20933	"ENST00000281821_ENSG00000116106_EPHA4"
"EPHA5"	"Epha5"	55824	"ENST00000622150_ENSG00000145242_EPHA5"
"EPHA6"	"Epha6"	56396	"ENST00000389672_ENSG00000080224_EPHA6"
"EPHA7"	"Epha7"	20935	"ENST00000369303_ENSG00000135333_EPHA7"
"EPHA8"	"Epha8"	22436	"ENST00000166244_ENSG00000070886_EPHA8"
"EPHB1"	"Ephb1"	20936	"ENST00000398015_ENSG00000154928_EPHB1"
"EPHB2"	"Ephb2"	37925	"ENST00000400191_ENSG00000133216_EPHB2"
"EPHB3"	"Ephb3"	20938	"ENST00000330394_ENSG00000182580_EPHB3"
"EPHB4"	"Ephb4"	20939	"ENST00000358173_ENSG00000196411_EPHB4"
"EPHB6"	"Ephb6"	20940	"ENST00000422643_ENSG00000106123_EPHB6"
"EPHX1"	"Ephx1"	94	"ENST00000366837_ENSG00000143819_EPHX1"
"EPHX2"	"Ephx2"	37558	"ENST00000521400_ENSG00000120915_EPHX2"
"EPHX3"	"Ephx3"	69386	"ENST00000221730_ENSG00000105131_EPHX3"
"EPHX3"	"Abhd9"	69386	"ENST00000221730_ENSG00000105131_EPHX3"
"EPHX4"	"Ephx4"	62402	"ENST00000370383_ENSG00000172031_EPHX4"
"EPHX4"	"Abhd7"	62402	"ENST00000370383_ENSG00000172031_EPHX4"
"EPM2A"	"Epm2a"	38087	"ENST00000367519_ENSG00000112425_EPM2A"
"EPM2AIP1"	"Epm2aip1"	8875	"ENST00000322716_ENSG00000178567_EPM2AIP1"
"EPN1"	"Epn1"	32172	"ENST00000411543_ENSG00000063245_EPN1"
"EPN2"	"Epn2"	40710	"ENST00000314728_ENSG00000072134_EPN2"
"EPN3"	"Epn3"	56791	"ENST00000268933_ENSG00000049283_EPN3"
"EPO"	"Epo"	624	"ENST00000252723_ENSG00000130427_EPO"
"EPOP"	"Epop"	82351	"ENST00000621654_ENSG00000273604_EPOP"
"EPOR"	"Epor"	95	"ENST00000222139_ENSG00000187266_EPOR"
"EPPIN"	"Wfdc6a"	128601	"ENST00000354280_ENSG00000101448_EPPIN"
"EPPIN-WFDC6"	"Eppin"	41775	"ENST00000504988_ENSG00000249139_EPPIN-WFDC6"
"EPPK1"	"Eppk1"	20006	"ENST00000615648_ENSG00000261150_EPPK1"
"EPRS"	"Eprs"	121601	"ENST00000366923_ENSG00000136628_EPRS"
"EPRS1"	"Eprs"	5870	NA
"EPS15"	"Eps15"	100716	"ENST00000371733_ENSG00000085832_EPS15"
"EPS15L1"	"Eps15l1"	31881	"ENST00000455140_ENSG00000127527_EPS15L1"
"EPS8"	"Eps8"	3272	"ENST00000281172_ENSG00000151491_EPS8"
"EPS8L1"	"Eps8l1"	15767	"ENST00000201647_ENSG00000131037_EPS8L1"
"EPS8L2"	"Eps8l2"	69358	"ENST00000318562_ENSG00000177106_EPS8L2"
"EPS8L3"	"Eps8l3"	15878	"ENST00000369805_ENSG00000198758_EPS8L3"
"EPSTI1"	"Epsti1"	12630	"ENST00000313640_ENSG00000133106_EPSTI1"
"EPX"	"Epx"	20144	"ENST00000225371_ENSG00000121053_EPX"
"EPYC"	"Epyc"	3634	"ENST00000261172_ENSG00000083782_EPYC"
"EQTN"	"Eqtn"	75250	"ENST00000380032_ENSG00000120160_EQTN"
"ERAL1"	"Eral1"	4167	"ENST00000254928_ENSG00000132591_ERAL1"
"ERAP1"	"Arts1"	56754	"ENST00000296754_ENSG00000164307_ERAP1"
"ERAP1"	"Erap1"	56754	"ENST00000296754_ENSG00000164307_ERAP1"
"ERAS"	"Eras"	18752	"ENST00000636362_ENSG00000187682_ERAS"
"ERBB2"	"Erbb2"	3273	"ENST00000269571_ENSG00000141736_ERBB2"
"ERBB2IP"	"Erbb2ip"	41282	NA
"ERBB3"	"Erbb3"	20457	"ENST00000267101_ENSG00000065361_ERBB3"
"ERBB4"	"Erbb4"	21084	"ENST00000342788_ENSG00000178568_ERBB4"
"ERBIN"	"Erbin"	41282	"ENST00000506030_ENSG00000112851_ERBIN"
"ERC1"	"Erc1"	14229	"ENST00000589028_ENSG00000082805_ERC1"
"ERC2"	"Erc2"	69188	"ENST00000288221_ENSG00000187672_ERC2"
"ERCC1"	"Ercc1"	1501	"ENST00000013807_ENSG00000012061_ERCC1"
"ERCC2"	"Ercc2"	344	"ENST00000391945_ENSG00000104884_ERCC2"
"ERCC3"	"Ercc3"	96	"ENST00000285398_ENSG00000163161_ERCC3"
"ERCC4"	"Ercc4"	3836	"ENST00000311895_ENSG00000175595_ERCC4"
"ERCC5"	"Ercc5"	37265	"ENST00000602836_ENSG00000134899_ERCC5"
"ERCC6"	"Ercc6"	6279	"ENST00000355832_ENSG00000225830_ERCC6"
"ERCC6L"	"Ercc6l"	44945	"ENST00000334463_ENSG00000186871_ERCC6L"
"ERCC6L2"	"Ercc6l2"	32564	"ENST00000288985_ENSG00000182150_ERCC6L2"
"ERCC8"	"Ercc8"	62	"ENST00000265038_ENSG00000049167_ERCC8"
"EREG"	"Ereg"	1097	"ENST00000244869_ENSG00000124882_EREG"
"ERF"	"Erf"	68516	"ENST00000222329_ENSG00000105722_ERF"
"ERFE"	"Erfe"	87245	"ENST00000546354_ENSG00000178752_ERFE"
"ERFL"	"Erfl"	15125	NA
"ERG"	"Erg"	15848	"ENST00000398919_ENSG00000157554_ERG"
"ERG28"	"Erg28"	38284	"ENST00000256319_ENSG00000133935_ERG28"
"ERGIC1"	"Ergic1"	41667	"ENST00000393784_ENSG00000113719_ERGIC1"
"ERGIC2"	"Ergic2"	6574	"ENST00000360150_ENSG00000087502_ERGIC2"
"ERGIC3"	"Ergic3"	5289	"ENST00000357394_ENSG00000125991_ERGIC3"
"ERH"	"LOC100042777"	3274	"ENST00000557016_ENSG00000100632_ERH"
"ERH"	"Erh"	3274	"ENST00000557016_ENSG00000100632_ERH"
"ERI1"	"Eri1"	32651	"ENST00000250263_ENSG00000104626_ERI1"
"ERI1"	"Thex1"	32651	"ENST00000250263_ENSG00000104626_ERI1"
"ERI2"	"Exod1"	12383	"ENST00000357967_ENSG00000196678_ERI2"
"ERI2"	"Eri2"	12383	"ENST00000357967_ENSG00000196678_ERI2"
"ERI3"	"Prnpip1"	15403	"ENST00000372257_ENSG00000117419_ERI3"
"ERI3"	"Eri3"	15403	"ENST00000372257_ENSG00000117419_ERI3"
"ERICH1"	"Erich1"	19271	"ENST00000262109_ENSG00000104714_ERICH1"
"ERICH2"	"Erich2"	75226	"ENST00000409885_ENSG00000204334_ERICH2"
"ERICH3"	"Erich3"	27877	"ENST00000326665_ENSG00000178965_ERICH3"
"ERICH4"	"Erich4"	86877	"ENST00000378187_ENSG00000204978_ERICH4"
"ERICH5"	"Erich5"	52129	"ENST00000318528_ENSG00000177459_ERICH5"
"ERICH6"	"Erich6"	65043	"ENST00000295910_ENSG00000163645_ERICH6"
"ERICH6B"	"Erich6b"	67175	"ENST00000298738_ENSG00000165837_ERICH6B"
"ERLEC1"	"Erlec1"	9247	"ENST00000405123_ENSG00000068912_ERLEC1"
"ERLIN1"	"Erlin1"	4716	"ENST00000407654_ENSG00000107566_ERLIN1"
"ERLIN2"	"Erlin2"	5193	"ENST00000519638_ENSG00000147475_ERLIN2"
"ERMAP"	"Ermap"	22782	"ENST00000372514_ENSG00000164010_ERMAP"
"ERMARD"	"Ermard"	19936	"ENST00000366773_ENSG00000130023_ERMARD"
"ERMN"	"Ermn"	12683	"ENST00000410096_ENSG00000136541_ERMN"
"ERMN"	"A330104H05Rik"	12683	"ENST00000410096_ENSG00000136541_ERMN"
"ERMP1"	"Ermp1"	121891	"ENST00000339450_ENSG00000099219_ERMP1"
"ERMP1"	"D19Wsu12e"	121891	"ENST00000339450_ENSG00000099219_ERMP1"
"ERN1"	"Ern1"	55580	"ENST00000433197_ENSG00000178607_ERN1"
"ERN2"	"Ern2"	22687	"ENST00000256797_ENSG00000134398_ERN2"
"ERO1A"	"Ero1l"	49392	"ENST00000395686_ENSG00000197930_ERO1A"
"ERO1B"	"Ero1lb"	8740	"ENST00000354619_ENSG00000086619_ERO1B"
"ERO1L"	"Ero1l"	49392	NA
"ERO1LB"	"Ero1lb"	8740	NA
"ERP27"	"Erp27"	12303	"ENST00000266397_ENSG00000139055_ERP27"
"ERP29"	"Erp29"	4963	"ENST00000261735_ENSG00000089248_ERP29"
"ERP44"	"Erp44"	12638	"ENST00000262455_ENSG00000023318_ERP44"
"ERP44"	"Txndc4"	12638	"ENST00000262455_ENSG00000023318_ERP44"
"ERRFI1"	"Errfi1"	10344	"ENST00000377482_ENSG00000116285_ERRFI1"
"ERVFRD-1"	"Synb"	86779	"ENST00000472091_ENSG00000244476_ERVFRD-1"
"ESAM"	"Esam1"	12316	"ENST00000278927_ENSG00000149564_ESAM"
"ESAM"	"Esam"	12316	"ENST00000278927_ENSG00000149564_ESAM"
"ESCO1"	"Esco1"	62166	"ENST00000269214_ENSG00000141446_ESCO1"
"ESCO2"	"Esco2"	12432	"ENST00000305188_ENSG00000171320_ESCO2"
"ESD"	"Esd"	55623	"ENST00000378720_ENSG00000139684_ESD"
"ESD"	"Esd-ps"	55623	"ENST00000378720_ENSG00000139684_ESD"
"ESF1"	"Esf1"	5717	"ENST00000202816_ENSG00000089048_ESF1"
"ESM1"	"Esm1"	5107	"ENST00000381405_ENSG00000164283_ESM1"
"ESPL1"	"Espl1"	32151	"ENST00000257934_ENSG00000135476_ESPL1"
"ESPN"	"Espn"	23164	"ENST00000377828_ENSG00000187017_ESPN"
"ESPNL"	"Espnl"	77795	"ENST00000343063_ENSG00000144488_ESPNL"
"ESR1"	"Esr1"	47906	"ENST00000206249_ENSG00000091831_ESR1"
"ESR2"	"Esr2"	1100	"ENST00000341099_ENSG00000140009_ESR2"
"ESRP1"	"Esrp1"	9785	"ENST00000433389_ENSG00000104413_ESRP1"
"ESRP2"	"Rbm35b"	32617	"ENST00000565858_ENSG00000103067_ESRP2"
"ESRP2"	"Esrp2"	32617	"ENST00000565858_ENSG00000103067_ESRP2"
"ESRRA"	"Esrra"	20941	"ENST00000000442_ENSG00000173153_ESRRA"
"ESRRB"	"Esrrb"	69108	"ENST00000380887_ENSG00000119715_ESRRB"
"ESRRG"	"Esrrg"	55581	"ENST00000359162_ENSG00000196482_ESRRG"
"ESS2"	"Ess2"	11184	"ENST00000252137_ENSG00000100056_ESS2"
"ESSPL"	"Gm1019"	81607	NA
"ESYT1"	"Esyt1"	40794	"ENST00000267113_ENSG00000139641_ESYT1"
"ESYT2"	"Esyt2"	32699	"ENST00000251527_ENSG00000117868_ESYT2"
"ESYT3"	"Esyt3"	18626	"ENST00000389567_ENSG00000158220_ESYT3"
"ETAA1"	"Etaa1"	10369	"ENST00000272342_ENSG00000143971_ETAA1"
"ETF1"	"Etf1"	3475	"ENST00000360541_ENSG00000120705_ETF1"
"ETFA"	"Etfa"	100	"ENST00000557943_ENSG00000140374_ETFA"
"ETFB"	"Etfb"	1503	"ENST00000354232_ENSG00000105379_ETFB"
"ETFBKMT"	"Etfbkmt"	14453	"ENST00000412352_ENSG00000139160_ETFBKMT"
"ETFDH"	"Etfdh"	3275	"ENST00000511912_ENSG00000171503_ETFDH"
"ETFRF1"	"Etfrf1"	44219	"ENST00000381356_ENSG00000205707_ETFRF1"
"ETHE1"	"Ethe1"	8622	"ENST00000292147_ENSG00000105755_ETHE1"
"ETNK1"	"Etnk1"	10240	"ENST00000266517_ENSG00000139163_ETNK1"
"ETNK2"	"Etnk2"	10072	"ENST00000367201_ENSG00000143845_ETNK2"
"ETNPPL"	"Etnppl"	69440	"ENST00000296486_ENSG00000164089_ETNPPL"
"ETS1"	"Ets1"	3837	"ENST00000392668_ENSG00000134954_ETS1"
"ETS2"	"Ets2"	3838	"ENST00000360214_ENSG00000157557_ETS2"
